sentence,entity1,entity2,relation
noah diligently trains at cornell today,noah,cornell,studies_at
noah securely holds the printer officially,noah,printer,owns
liam daily uses the kafka effectively,liam,kafka,uses
henry actively learns at princeton daily,henry,princeton,studies_at
kernel is part of drone today,kernel,drone,part_of
campus is located in rome,campus,rome,located_in
grace currently works at paypal,grace,paypal,works_at
paul is married to bob happily,paul,bob,married_to
hospital is located in lisbon currently,hospital,lisbon,located_in
circuit is part of device,circuit,device,part_of
quinn seriously learns at nus daily,quinn,nus,studies_at
dave regularly serves at netflix today,dave,netflix,works_at
frank was born in paris officially,frank,paris,born_in
irene regularly handles the tableau effectively,irene,tableau,uses
mia often dwells in lisbon daily,mia,lisbon,lives_in
umar regularly uses the git effectively,umar,git,uses
henry securely holds laptop officially,henry,laptop,owns
liam daily uses the sql effectively,liam,sql,uses
zane regularly works at spotify today,zane,spotify,works_at
quinn is married to rachel,quinn,rachel,married_to
quinn is parent of frank legally,quinn,frank,parent_of
quinn daily handles linux carefully,quinn,linux,uses
carol is parent of karen,carol,karen,parent_of
grace personally owns laptop officially,grace,laptop,owns
warehouse is located in miami officially,warehouse,miami,located_in
wendy is parent of noah officially,wendy,noah,parent_of
tina is married to irene officially,tina,irene,married_to
henry currently lives in lisbon now,henry,lisbon,lives_in
irene is married to rachel,irene,rachel,married_to
liam regularly leads at airbnb today,liam,airbnb,works_at
kernel is part of device today,kernel,device,part_of
karen is parent of grace legally,karen,grace,parent_of
stadium is located in seoul,stadium,seoul,located_in
tina is parent of henry,tina,henry,parent_of
alice is parent of noah biologically,alice,noah,parent_of
alice currently leads at adobe today,alice,adobe,works_at
museum is located in vienna officially,museum,vienna,located_in
sam regularly works at tesla today,sam,tesla,works_at
yasmin actively trains at iisc now,yasmin,iisc,studies_at
wendy actively learns at oxford now,wendy,oxford,studies_at
liam legally holds studio currently,liam,studio,owns
battery is part of system today,battery,system,part_of
karen daily operates the slack today,karen,slack,uses
henry actively serves at accenture now,henry,accenture,works_at
henry is married to paul legally,henry,paul,married_to
studio is located in zurich officially,studio,zurich,located_in
zane personally holds the scooter officially,zane,scooter,owns
noah routinely handles the linux today,noah,linux,uses
zane personally keeps camera officially,zane,camera,owns
router is part of robot,router,robot,part_of
jack usually lives in denver daily,jack,denver,lives_in
panel is part of aircraft today,panel,aircraft,part_of
umar seriously learns at ucla today,umar,ucla,studies_at
victor diligently studies at harvard today,victor,harvard,studies_at
mia seriously studies at harvard,mia,harvard,studies_at
zane actively trains at epfl,zane,epfl,studies_at
olivia was born in paris historically,olivia,paris,born_in
port is located in phoenix officially,port,phoenix,located_in
liam was born in miami,liam,miami,born_in
studio is located in tokyo officially,studio,tokyo,located_in
victor is married to noah,victor,noah,married_to
henry regularly uses the pytorch today,henry,pytorch,uses
module is part of machine,module,machine,part_of
liam regularly operates git effectively,liam,git,uses
stadium is located in oslo today,stadium,oslo,located_in
panel is part of system today,panel,system,part_of
frank seriously learns at brown now,frank,brown,studies_at
quinn routinely operates sql effectively,quinn,sql,uses
xavier legally holds the scooter currently,xavier,scooter,owns
dave often dwells in miami,dave,miami,lives_in
xavier often resides in seoul,xavier,seoul,lives_in
xavier often resides in dubai,xavier,dubai,lives_in
studio is located in denver,studio,denver,located_in
rachel often resides in phoenix now,rachel,phoenix,lives_in
irene regularly works at accenture now,irene,accenture,works_at
carol diligently learns at harvard now,carol,harvard,studies_at
noah was born in dubai historically,noah,dubai,born_in
victor securely holds boat officially,victor,boat,owns
jack daily uses excel carefully,jack,excel,uses
zane is parent of paul biologically,zane,paul,parent_of
museum is located in delhi,museum,delhi,located_in
sam is married to alice legally,sam,alice,married_to
wendy actively studies at yale now,wendy,yale,studies_at
wendy often dwells in oslo now,wendy,oslo,lives_in
alice legally holds boat today,alice,boat,owns
jack is married to dave legally,jack,dave,married_to
irene often lives in phoenix daily,irene,phoenix,lives_in
screen is part of robot currently,screen,robot,part_of
wendy regularly leads at tesla now,wendy,tesla,works_at
noah is parent of liam biologically,noah,liam,parent_of
jack was born in prague,jack,prague,born_in
bob was born in berlin officially,bob,berlin,born_in
mia usually dwells in dubai,mia,dubai,lives_in
dave is married to wendy,dave,wendy,married_to
emma is parent of rachel officially,emma,rachel,parent_of
yasmin is parent of zane legally,yasmin,zane,parent_of
karen currently resides in oslo today,karen,oslo,lives_in
jack is married to dave,jack,dave,married_to
hospital is located in lisbon officially,hospital,lisbon,located_in
quinn regularly uses slack carefully,quinn,slack,uses
yasmin often dwells in miami today,yasmin,miami,lives_in
liam was born in rome historically,liam,rome,born_in
xavier securely owns the scooter officially,xavier,scooter,owns
karen regularly uses the notion effectively,karen,notion,uses
mia currently works at netflix,mia,netflix,works_at
noah is married to dave officially,noah,dave,married_to
carol is parent of wendy biologically,carol,wendy,parent_of
zane diligently learns at ethz daily,zane,ethz,studies_at
karen is parent of wendy,karen,wendy,parent_of
wendy currently lives in tokyo daily,wendy,tokyo,lives_in
library is located in tokyo,library,tokyo,located_in
wendy seriously trains at ethz now,wendy,ethz,studies_at
quinn personally holds the scooter officially,quinn,scooter,owns
jack is parent of rachel officially,jack,rachel,parent_of
umar diligently studies at cornell today,umar,cornell,studies_at
carol regularly serves at amazon now,carol,amazon,works_at
module is part of drone,module,drone,part_of
circuit is part of robot today,circuit,robot,part_of
airport is located in sydney,airport,sydney,located_in
campus is located in sydney officially,campus,sydney,located_in
carol regularly works at accenture daily,carol,accenture,works_at
jack is parent of grace officially,jack,grace,parent_of
jack is parent of frank,jack,frank,parent_of
victor is married to karen,victor,karen,married_to
yasmin was born in madrid recently,yasmin,madrid,born_in
paul often dwells in dubai today,paul,dubai,lives_in
terminal is located in phoenix today,terminal,phoenix,located_in
henry daily handles tensorflow effectively,henry,tensorflow,uses
victor is parent of liam biologically,victor,liam,parent_of
jack actively leads at samsung,jack,samsung,works_at
rachel was born in madrid officially,rachel,madrid,born_in
victor is married to irene officially,victor,irene,married_to
emma often lives in delhi now,emma,delhi,lives_in
router is part of pipeline officially,router,pipeline,part_of
karen actively leads at zoom today,karen,zoom,works_at
noah was born in berlin historically,noah,berlin,born_in
olivia is married to mia,olivia,mia,married_to
switch is part of cluster currently,switch,cluster,part_of
irene is parent of zane,irene,zane,parent_of
carol diligently trains at cornell daily,carol,cornell,studies_at
bob often lives in madrid daily,bob,madrid,lives_in
mia currently dwells in prague now,mia,prague,lives_in
factory is located in lisbon officially,factory,lisbon,located_in
victor legally keeps the laptop officially,victor,laptop,owns
filter is part of device officially,filter,device,part_of
tina is married to paul,tina,paul,married_to
irene legally holds the car currently,irene,car,owns
sam is parent of victor officially,sam,victor,parent_of
gallery is located in london currently,gallery,london,located_in
xavier currently serves at cisco now,xavier,cisco,works_at
airport is located in denver,airport,denver,located_in
olivia securely keeps laptop today,olivia,laptop,owns
mia often lives in boston now,mia,boston,lives_in
olivia is married to irene,olivia,irene,married_to
dave securely holds bicycle today,dave,bicycle,owns
bob was born in oslo officially,bob,oslo,born_in
factory is located in berlin currently,factory,berlin,located_in
quinn legally keeps farm today,quinn,farm,owns
noah seriously trains at mit,noah,mit,studies_at
emma regularly serves at cisco,emma,cisco,works_at
emma was born in phoenix,emma,phoenix,born_in
irene is married to henry legally,irene,henry,married_to
wendy was born in berlin officially,wendy,berlin,born_in
victor is parent of bob officially,victor,bob,parent_of
grace diligently learns at brown now,grace,brown,studies_at
victor currently lives in dallas,victor,dallas,lives_in
jack is married to alice legally,jack,alice,married_to
dave personally holds bicycle currently,dave,bicycle,owns
irene is parent of victor officially,irene,victor,parent_of
paul securely owns house currently,paul,house,owns
liam currently resides in prague,liam,prague,lives_in
karen is married to olivia happily,karen,olivia,married_to
wendy securely keeps printer today,wendy,printer,owns
battery is part of drone today,battery,drone,part_of
grace legally holds guitar today,grace,guitar,owns
battery is part of vehicle today,battery,vehicle,part_of
engine is part of pipeline currently,engine,pipeline,part_of
screen is part of aircraft today,screen,aircraft,part_of
victor actively works at paypal today,victor,paypal,works_at
liam regularly uses the notion today,liam,notion,uses
zane diligently learns at ucla daily,zane,ucla,studies_at
olivia is married to noah legally,olivia,noah,married_to
mia seriously trains at oxford now,mia,oxford,studies_at
frank regularly serves at zoom now,frank,zoom,works_at
xavier is married to emma happily,xavier,emma,married_to
gallery is located in oslo today,gallery,oslo,located_in
grace personally owns the scooter currently,grace,scooter,owns
studio is located in dallas officially,studio,dallas,located_in
mia usually resides in london today,mia,london,lives_in
noah is parent of olivia officially,noah,olivia,parent_of
screen is part of vehicle officially,screen,vehicle,part_of
grace diligently learns at stanford now,grace,stanford,studies_at
mia personally keeps guitar today,mia,guitar,owns
irene is married to victor officially,irene,victor,married_to
henry is parent of rachel legally,henry,rachel,parent_of
xavier personally owns the house today,xavier,house,owns
karen is parent of olivia officially,karen,olivia,parent_of
tina usually dwells in berlin today,tina,berlin,lives_in
irene actively works at adobe today,irene,adobe,works_at
tina usually dwells in zurich now,tina,zurich,lives_in
liam currently leads at nvidia now,liam,nvidia,works_at
quinn was born in berlin,quinn,berlin,born_in
emma usually resides in berlin now,emma,berlin,lives_in
tina regularly uses the excel today,tina,excel,uses
xavier regularly operates the linux today,xavier,linux,uses
zane securely holds farm officially,zane,farm,owns
sam securely holds the car officially,sam,car,owns
victor was born in delhi,victor,delhi,born_in
zane usually lives in rome,zane,rome,lives_in
victor securely holds the car officially,victor,car,owns
mia is parent of xavier officially,mia,xavier,parent_of
xavier was born in prague recently,xavier,prague,born_in
wendy personally owns the laptop officially,wendy,laptop,owns
liam securely owns car today,liam,car,owns
terminal is located in dubai officially,terminal,dubai,located_in
noah is married to olivia legally,noah,olivia,married_to
emma seriously trains at ucla,emma,ucla,studies_at
emma regularly handles jira effectively,emma,jira,uses
umar currently lives in seoul daily,umar,seoul,lives_in
alice securely owns the tablet today,alice,tablet,owns
mia routinely operates the spark carefully,mia,spark,uses
irene securely keeps the boat officially,irene,boat,owns
port is located in madrid today,port,madrid,located_in
alice daily handles git effectively,alice,git,uses
gallery is located in zurich,gallery,zurich,located_in
yasmin diligently trains at ucla now,yasmin,ucla,studies_at
engine is part of pipeline officially,engine,pipeline,part_of
dave diligently learns at oxford daily,dave,oxford,studies_at
carol is parent of quinn,carol,quinn,parent_of
paul is parent of irene officially,paul,irene,parent_of
hospital is located in boston today,hospital,boston,located_in
noah legally holds the camera today,noah,camera,owns
grace was born in phoenix recently,grace,phoenix,born_in
paul is parent of tina officially,paul,tina,parent_of
filter is part of aircraft officially,filter,aircraft,part_of
emma actively leads at google,emma,google,works_at
noah securely owns car officially,noah,car,owns
yasmin actively leads at oracle today,yasmin,oracle,works_at
frank is married to bob happily,frank,bob,married_to
wendy actively serves at accenture,wendy,accenture,works_at
wendy currently leads at zoom,wendy,zoom,works_at
port is located in vienna currently,port,vienna,located_in
embassy is located in phoenix today,embassy,phoenix,located_in
xavier regularly serves at netflix today,xavier,netflix,works_at
library is located in rome today,library,rome,located_in
henry is married to irene happily,henry,irene,married_to
emma securely owns boat today,emma,boat,owns
wendy is married to karen legally,wendy,karen,married_to
liam daily operates the tensorflow effectively,liam,tensorflow,uses
dave daily uses the docker today,dave,docker,uses
rachel routinely handles pytorch effectively,rachel,pytorch,uses
grace was born in tokyo historically,grace,tokyo,born_in
motor is part of drone,motor,drone,part_of
carol diligently learns at harvard daily,carol,harvard,studies_at
wendy routinely operates the python effectively,wendy,python,uses
center is located in delhi currently,center,delhi,located_in
emma is married to henry,emma,henry,married_to
olivia is parent of carol officially,olivia,carol,parent_of
plugin is part of drone today,plugin,drone,part_of
emma is married to yasmin,emma,yasmin,married_to
stadium is located in phoenix currently,stadium,phoenix,located_in
alice actively serves at cisco now,alice,cisco,works_at
office is located in tokyo officially,office,tokyo,located_in
dave is married to carol happily,dave,carol,married_to
sam securely owns the car officially,sam,car,owns
noah is married to frank officially,noah,frank,married_to
zane is married to mia,zane,mia,married_to
olivia actively studies at epfl today,olivia,epfl,studies_at
dave was born in paris officially,dave,paris,born_in
yasmin is parent of wendy officially,yasmin,wendy,parent_of
dave often lives in zurich today,dave,zurich,lives_in
module is part of system currently,module,system,part_of
victor diligently learns at duke,victor,duke,studies_at
dave currently lives in dallas,dave,dallas,lives_in
xavier is married to dave happily,xavier,dave,married_to
mia is married to wendy officially,mia,wendy,married_to
umar diligently studies at cambridge today,umar,cambridge,studies_at
liam was born in phoenix historically,liam,phoenix,born_in
panel is part of vehicle officially,panel,vehicle,part_of
terminal is located in phoenix currently,terminal,phoenix,located_in
wendy diligently studies at epfl now,wendy,epfl,studies_at
rachel is parent of bob officially,rachel,bob,parent_of
tina personally holds printer currently,tina,printer,owns
umar was born in tokyo historically,umar,tokyo,born_in
frank usually lives in oslo daily,frank,oslo,lives_in
liam is married to paul legally,liam,paul,married_to
irene daily handles the jira carefully,irene,jira,uses
henry legally holds console officially,henry,console,owns
liam was born in prague,liam,prague,born_in
bob seriously trains at harvard today,bob,harvard,studies_at
yasmin is parent of karen biologically,yasmin,karen,parent_of
mia diligently learns at stanford today,mia,stanford,studies_at
victor is married to dave officially,victor,dave,married_to
circuit is part of vehicle currently,circuit,vehicle,part_of
mia currently serves at intel now,mia,intel,works_at
paul is parent of bob biologically,paul,bob,parent_of
studio is located in paris currently,studio,paris,located_in
library is located in madrid today,library,madrid,located_in
bob actively leads at paypal now,bob,paypal,works_at
paul securely owns the printer today,paul,printer,owns
dave currently dwells in madrid,dave,madrid,lives_in
bob was born in rome,bob,rome,born_in
mia currently works at spotify daily,mia,spotify,works_at
liam actively serves at sap,liam,sap,works_at
olivia seriously learns at brown,olivia,brown,studies_at
olivia daily operates figma carefully,olivia,figma,uses
olivia legally holds the car currently,olivia,car,owns
wendy actively works at nvidia today,wendy,nvidia,works_at
liam personally owns the watch officially,liam,watch,owns
liam regularly operates the sql today,liam,sql,uses
studio is located in lisbon,studio,lisbon,located_in
museum is located in dallas currently,museum,dallas,located_in
frank was born in rome officially,frank,rome,born_in
jack is parent of noah,jack,noah,parent_of
battery is part of network officially,battery,network,part_of
battery is part of drone currently,battery,drone,part_of
henry routinely uses excel carefully,henry,excel,uses
sam is married to tina legally,sam,tina,married_to
irene actively works at oracle now,irene,oracle,works_at
alice legally owns the watch officially,alice,watch,owns
karen daily operates the jira carefully,karen,jira,uses
dave currently resides in zurich today,dave,zurich,lives_in
quinn is parent of karen officially,quinn,karen,parent_of
rachel usually resides in dallas daily,rachel,dallas,lives_in
tina was born in zurich historically,tina,zurich,born_in
circuit is part of robot currently,circuit,robot,part_of
xavier often lives in london today,xavier,london,lives_in
xavier actively studies at harvard now,xavier,harvard,studies_at
museum is located in denver today,museum,denver,located_in
frank usually lives in oslo now,frank,oslo,lives_in
liam diligently trains at oxford now,liam,oxford,studies_at
quinn actively leads at paypal,quinn,paypal,works_at
victor is married to zane,victor,zane,married_to
office is located in lisbon currently,office,lisbon,located_in
dave currently leads at intel,dave,intel,works_at
rachel currently works at siemens daily,rachel,siemens,works_at
engine is part of robot officially,engine,robot,part_of
sam currently works at google daily,sam,google,works_at
yasmin actively studies at mit now,yasmin,mit,studies_at
umar routinely uses excel today,umar,excel,uses
factory is located in miami today,factory,miami,located_in
quinn daily handles linux today,quinn,linux,uses
noah usually lives in boston now,noah,boston,lives_in
engine is part of cluster today,engine,cluster,part_of
router is part of device officially,router,device,part_of
gear is part of network currently,gear,network,part_of
noah was born in prague recently,noah,prague,born_in
rachel often resides in miami,rachel,miami,lives_in
alice usually lives in vienna now,alice,vienna,lives_in
emma is married to olivia officially,emma,olivia,married_to
liam currently dwells in phoenix daily,liam,phoenix,lives_in
yasmin seriously studies at cornell daily,yasmin,cornell,studies_at
henry securely keeps bicycle today,henry,bicycle,owns
henry daily handles the figma today,henry,figma,uses
henry is married to xavier happily,henry,xavier,married_to
zane routinely operates the jira today,zane,jira,uses
karen is parent of emma biologically,karen,emma,parent_of
paul is married to dave officially,paul,dave,married_to
noah legally owns the console officially,noah,console,owns
carol diligently learns at yale,carol,yale,studies_at
alice was born in vienna recently,alice,vienna,born_in
screen is part of network officially,screen,network,part_of
olivia was born in denver officially,olivia,denver,born_in
jack regularly handles the figma today,jack,figma,uses
engine is part of network,engine,network,part_of
module is part of network today,module,network,part_of
gallery is located in tokyo today,gallery,tokyo,located_in
bob personally holds the tablet currently,bob,tablet,owns
dave is parent of liam legally,dave,liam,parent_of
henry was born in dubai historically,henry,dubai,born_in
emma currently leads at tesla,emma,tesla,works_at
jack is married to quinn happily,jack,quinn,married_to
factory is located in denver officially,factory,denver,located_in
noah currently dwells in berlin today,noah,berlin,lives_in
carol currently serves at ibm daily,carol,ibm,works_at
gallery is located in miami officially,gallery,miami,located_in
valve is part of server today,valve,server,part_of
olivia was born in zurich recently,olivia,zurich,born_in
module is part of robot officially,module,robot,part_of
karen is parent of noah,karen,noah,parent_of
gallery is located in miami,gallery,miami,located_in
quinn is married to bob officially,quinn,bob,married_to
valve is part of drone officially,valve,drone,part_of
victor usually resides in oslo today,victor,oslo,lives_in
karen routinely handles spark effectively,karen,spark,uses
carol was born in denver historically,carol,denver,born_in
paul is married to irene officially,paul,irene,married_to
emma was born in tokyo,emma,tokyo,born_in
circuit is part of cluster,circuit,cluster,part_of
alice actively learns at ethz daily,alice,ethz,studies_at
olivia is parent of zane,olivia,zane,parent_of
gear is part of robot,gear,robot,part_of
henry is married to frank,henry,frank,married_to
sam usually lives in dallas now,sam,dallas,lives_in
umar daily operates tensorflow today,umar,tensorflow,uses
switch is part of machine,switch,machine,part_of
bob was born in vienna historically,bob,vienna,born_in
victor regularly serves at intel,victor,intel,works_at
screen is part of vehicle currently,screen,vehicle,part_of
xavier daily operates jira today,xavier,jira,uses
paul was born in paris recently,paul,paris,born_in
gear is part of server today,gear,server,part_of
zane often lives in lisbon,zane,lisbon,lives_in
hospital is located in tokyo officially,hospital,tokyo,located_in
irene is parent of olivia legally,irene,olivia,parent_of
zane was born in london recently,zane,london,born_in
bob is parent of quinn legally,bob,quinn,parent_of
emma is married to wendy,emma,wendy,married_to
emma was born in lisbon officially,emma,lisbon,born_in
port is located in sydney,port,sydney,located_in
bob regularly works at accenture,bob,accenture,works_at
zane is married to bob officially,zane,bob,married_to
carol actively works at google,carol,google,works_at
yasmin daily operates figma effectively,yasmin,figma,uses
paul usually resides in lisbon now,paul,lisbon,lives_in
yasmin personally owns the laptop officially,yasmin,laptop,owns
irene is married to henry officially,irene,henry,married_to
motor is part of system today,motor,system,part_of
emma actively works at adobe daily,emma,adobe,works_at
office is located in phoenix today,office,phoenix,located_in
noah was born in vienna recently,noah,vienna,born_in
liam securely keeps the car officially,liam,car,owns
mia usually dwells in lisbon daily,mia,lisbon,lives_in
dave regularly operates git effectively,dave,git,uses
jack was born in zurich recently,jack,zurich,born_in
noah legally holds console today,noah,console,owns
henry actively works at paypal daily,henry,paypal,works_at
bob often dwells in sydney daily,bob,sydney,lives_in
jack is parent of wendy legally,jack,wendy,parent_of
karen diligently trains at ucsd now,karen,ucsd,studies_at
irene was born in boston,irene,boston,born_in
karen was born in boston recently,karen,boston,born_in
embassy is located in oslo today,embassy,oslo,located_in
dave was born in dubai,dave,dubai,born_in
noah personally owns the phone currently,noah,phone,owns
olivia is married to rachel,olivia,rachel,married_to
sam personally owns the tablet officially,sam,tablet,owns
kernel is part of platform,kernel,platform,part_of
paul is parent of alice officially,paul,alice,parent_of
stadium is located in dallas currently,stadium,dallas,located_in
dave is married to alice legally,dave,alice,married_to
wendy was born in madrid recently,wendy,madrid,born_in
zane personally keeps house today,zane,house,owns
paul was born in madrid,paul,madrid,born_in
carol daily uses excel today,carol,excel,uses
carol is parent of liam legally,carol,liam,parent_of
bob personally keeps bicycle officially,bob,bicycle,owns
olivia usually resides in oslo daily,olivia,oslo,lives_in
router is part of aircraft officially,router,aircraft,part_of
xavier legally keeps the console currently,xavier,console,owns
olivia securely keeps bicycle officially,olivia,bicycle,owns
karen is parent of yasmin biologically,karen,yasmin,parent_of
noah is parent of carol biologically,noah,carol,parent_of
hospital is located in phoenix currently,hospital,phoenix,located_in
sam diligently trains at cambridge today,sam,cambridge,studies_at
irene diligently trains at epfl today,irene,epfl,studies_at
dave is married to jack,dave,jack,married_to
umar regularly handles the jira carefully,umar,jira,uses
victor is parent of alice legally,victor,alice,parent_of
olivia regularly operates excel effectively,olivia,excel,uses
karen is married to carol officially,karen,carol,married_to
carol is parent of frank officially,carol,frank,parent_of
battery is part of pipeline today,battery,pipeline,part_of
irene is parent of jack legally,irene,jack,parent_of
mia regularly handles the pytorch today,mia,pytorch,uses
bob seriously studies at oxford today,bob,oxford,studies_at
rachel personally keeps the phone officially,rachel,phone,owns
quinn was born in seoul recently,quinn,seoul,born_in
victor currently leads at microsoft now,victor,microsoft,works_at
zane diligently trains at stanford now,zane,stanford,studies_at
mia diligently learns at brown now,mia,brown,studies_at
umar routinely operates the sql carefully,umar,sql,uses
rachel was born in dallas,rachel,dallas,born_in
henry was born in phoenix,henry,phoenix,born_in
gallery is located in prague officially,gallery,prague,located_in
paul routinely uses the tableau today,paul,tableau,uses
alice was born in miami recently,alice,miami,born_in
victor seriously learns at yale daily,victor,yale,studies_at
liam currently leads at accenture now,liam,accenture,works_at
filter is part of pipeline officially,filter,pipeline,part_of
sam is married to henry legally,sam,henry,married_to
emma is parent of frank legally,emma,frank,parent_of
panel is part of cluster officially,panel,cluster,part_of
alice securely keeps the console today,alice,console,owns
victor usually resides in sydney today,victor,sydney,lives_in
